Emp Name,Expense Type,Payment Thru,Amount,Service Fee,Total Amount,Transaction Date,Country,Department
Sean Nguyen,Car,Cash,836.7,24.63,861.33,2024-08-11,Canada,SALS
Lisa Gonzales,Air,Cash,1700.51,154.66,1855.17,2023-07-22,Canada,ENGG
Thomas Cruz,Hotel,Cash,602.91,43.54,646.45,2024-01-11,India,SALS
Elizabeth White,Car,Cash,386.79,19.56,406.35,2024-01-20,Canada,ENGG
Jeffrey Brown,Air,Cash,826.13,66.66,892.79,2023-12-18,Canada,FINC
Teresa Price,Car,Cash,1802.46,121.08,1923.54,2023-10-23,Germany,EXEC
Anne Allen,Hotel,Cash,706.12,25.5,731.62,2024-01-07,United States,ENGG
Michael Carter,Car,Card,627.97,25.71,653.68,2024-11-08,India,ENGG
Benjamin Snyder,Car,Card,457.2,32.46,489.66,2024-03-02,United States,SALS
Anna Hawkins,Hotel,Cash,1433.66,36.93,1470.59,2024-09-06,United Kingdom,EXEC
Anthony Berger,Hotel,Card,1996.28,195.21,2191.49,2023-09-12,India,FINC
Rodney Owens,Hotel,Card,583.52,40.08,623.6,2024-04-06,India,EXEC
Michael Wilcox,Meals,Cash,1802.53,148.82,1951.35,2024-05-08,Germany,ENGG
Craig Clark,Air,Card,572.32,54.05,626.37,2023-08-19,Canada,ADMN
Samantha Brown,Hotel,Card,366.34,7.59,373.93,2024-04-28,United Kingdom,ENGG
Danielle Dixon,Air,Card,1867.6,62.72,1930.32,2023-02-15,Germany,FINC
Shawn Hunter,Air,Card,924.57,37.86,962.43,2023-02-08,United States,EXEC
Matthew Williams,Air,Card,1238.4,87.02,1325.42,2024-09-30,United States,ENGG
Teresa Coleman,Air,Cash,177.78,9.82,187.6,2023-06-19,Canada,ENGG
Monique Dawson,Hotel,Cash,945.92,93.21,1039.13,2023-04-01,United States,SALS
Heather Fox,Car,Cash,1116.54,42.21,1158.75,2024-05-02,Canada,SALS
Jennifer Lee,Hotel,Cash,1744.27,70.94,1815.21,2023-02-22,Australia,FINC
Shelley Farrell,Hotel,Card,1077.95,89.72,1167.67,2024-08-09,Australia,ENGG
Michael Kim,Air,Card,1787.85,120.7,1908.55,2023-12-13,Germany,ADMN
Tiffany Sanders,Hotel,Card,1176.59,106.2,1282.79,2024-08-09,India,FINC
Lisa Reilly,Hotel,Cash,976.85,62.98,1039.83,2024-06-28,United Kingdom,ENGG
Samuel Ingram,Air,Card,623.75,15.88,639.63,2024-12-27,United States,ENGG
Donna Mullins,Hotel,Card,1265.19,45.91,1311.1,2024-06-19,India,FINC
Kathryn Sanders,Air,Cash,977.48,73.52,1051.0,2023-06-19,Germany,SALS
Elizabeth Mccoy,Meals,Cash,1312.15,104.5,1416.65,2024-08-07,United States,EXEC
Mary Bender,Meals,Card,95.33,7.84,103.17,2023-01-28,United Kingdom,SALS
Eric Johnson,Hotel,Card,1002.55,65.61,1068.16,2024-12-04,India,EXEC
Randy Lopez,Car,Card,277.14,19.65,296.79,2024-12-20,India,EXEC
Douglas Mueller,Meals,Cash,815.42,22.44,837.86,2023-02-05,United States,EXEC
John Hall,Hotel,Cash,1650.54,42.52,1693.06,2023-11-16,Canada,ADMN
Denise Knight,Air,Card,1216.17,33.35,1249.52,2024-05-29,Germany,ADMN
Laura Ryan,Car,Card,1665.98,101.32,1767.3,2024-01-06,United States,ENGG
Sharon Pena,Car,Cash,1411.83,37.83,1449.66,2023-10-15,India,ADMN
Stephanie Sanders,Hotel,Card,183.78,6.65,190.43,2024-09-11,Australia,ENGG
Sean Wu,Hotel,Card,1522.74,71.95,1594.69,2024-04-15,Canada,EXEC
Jessica Atkins,Hotel,Cash,790.81,36.11,826.92,2024-08-31,Australia,ADMN
Carol Baxter,Hotel,Card,1735.45,149.36,1884.81,2024-03-26,Australia,SALS
Richard Anderson,Car,Cash,1959.37,108.94,2068.31,2024-03-14,India,ADMN
Lynn Gardner,Air,Cash,1365.61,55.71,1421.32,2023-09-10,Germany,EXEC
Carrie Wilson,Meals,Cash,967.48,84.36,1051.84,2024-01-04,Canada,EXEC
Lisa Nichols,Car,Card,847.5,34.16,881.66,2023-05-03,Canada,ENGG
Rachel Martin,Hotel,Card,98.32,3.74,102.06,2023-01-06,India,SALS
Zachary Cantu,Hotel,Card,929.17,87.87,1017.04,2024-04-02,Australia,ADMN
Jeremy Pittman,Car,Card,455.06,17.4,472.46,2023-10-14,Canada,EXEC
David Brown,Car,Card,716.23,60.96,777.19,2024-02-16,Canada,FINC
Andrea Williams,Hotel,Card,1394.55,89.85,1484.4,2024-01-04,Canada,ENGG
Sean Cook,Meals,Cash,1823.88,123.45,1947.33,2024-11-16,India,ENGG
Lance Tyler,Meals,Cash,338.59,16.42,355.01,2023-03-15,Australia,ENGG
Katherine Turner,Hotel,Cash,245.84,14.53,260.37,2024-01-06,Canada,FINC
Ashley Norris,Air,Cash,1185.12,35.28,1220.4,2024-12-14,Germany,FINC
Dean Lawrence MD,Car,Card,1099.78,51.06,1150.84,2023-07-04,United Kingdom,ENGG
Rodney Nelson,Hotel,Card,582.91,44.19,627.1,2023-07-24,United Kingdom,ENGG
Brian Valdez,Meals,Card,694.67,21.78,716.45,2024-06-03,Germany,ENGG
Vanessa Nichols,Hotel,Card,1406.39,83.8,1490.19,2024-12-18,Australia,FINC
Joseph Johnson,Air,Card,426.58,10.12,436.7,2024-07-16,India,ADMN
Ashley Merritt,Car,Card,692.57,23.06,715.63,2023-03-19,United States,ADMN
Joseph Hoffman,Hotel,Card,303.03,12.49,315.52,2024-07-06,United States,ENGG
Christina Jordan,Car,Card,762.29,42.52,804.81,2023-05-23,India,ADMN
Miguel Anderson,Air,Card,738.38,60.35,798.73,2024-02-29,Canada,FINC
Jasmine Jimenez,Car,Cash,1009.28,83.77,1093.05,2023-06-11,Australia,ADMN
Jason Robinson,Hotel,Cash,539.39,48.24,587.63,2023-12-29,Germany,FINC
Stephen Gibson,Car,Card,83.81,4.26,88.07,2023-02-06,United Kingdom,ENGG
Kathleen Cochran,Meals,Card,1443.83,141.98,1585.81,2024-12-24,Canada,FINC
Alexandra Reyes,Hotel,Card,1213.72,109.91,1323.63,2024-07-24,Germany,ENGG
Jerry Harris,Car,Cash,1634.77,53.57,1688.34,2024-02-23,United Kingdom,SALS
Anthony Dorsey,Meals,Card,1690.76,85.91,1776.67,2024-03-20,Australia,SALS
Sarah Jennings,Air,Cash,1376.16,107.72,1483.88,2023-05-26,India,ENGG
Marcus Thornton,Car,Card,986.79,56.18,1042.97,2023-05-01,Canada,FINC
Larry Lynch,Air,Card,1794.59,123.15,1917.74,2023-01-31,India,ENGG
Mark Thompson,Air,Cash,654.33,16.96,671.29,2023-11-07,India,ADMN
Susan Banks,Air,Card,1345.61,71.63,1417.24,2023-09-23,Australia,ENGG
John Johnson,Hotel,Cash,1446.03,101.33,1547.36,2024-08-05,Germany,EXEC
Patricia Browning,Meals,Card,516.2,13.46,529.66,2024-01-15,Germany,SALS
Mikayla Brown,Car,Cash,1872.09,80.97,1953.06,2023-12-30,India,FINC
Carol Cruz,Air,Card,1776.1,149.42,1925.52,2024-10-21,United Kingdom,ADMN
Brent Gonzales,Car,Cash,265.03,23.31,288.34,2023-06-10,United Kingdom,SALS
Jennifer Jackson,Car,Card,277.78,16.8,294.58,2024-05-13,United States,ADMN
Joshua Roberts,Car,Cash,561.42,27.28,588.7,2024-02-27,United Kingdom,FINC
Sheila Bruce,Hotel,Card,736.1,47.06,783.16,2023-09-27,Canada,SALS
Amanda Phillips,Car,Card,843.08,26.27,869.35,2023-05-18,India,SALS
Rebecca Walton,Air,Cash,462.69,35.04,497.73,2023-05-15,Canada,SALS
Carlos Harris,Air,Card,661.15,60.79,721.94,2023-12-03,United States,ENGG
Brian Knight,Car,Cash,1147.43,101.95,1249.38,2024-01-17,Canada,FINC
Annette Mitchell,Hotel,Cash,1499.36,58.48,1557.84,2023-12-05,United States,FINC
Alex Patrick,Meals,Card,916.59,64.49,981.08,2023-02-08,United States,FINC
Amy Thomas,Car,Card,201.16,19.33,220.49,2023-12-11,United States,FINC
Amy Wallace,Hotel,Card,1750.72,172.19,1922.91,2023-04-23,United Kingdom,FINC
Nicole Allen,Air,Cash,1670.89,106.06,1776.95,2024-03-05,Australia,FINC
Michael Miles,Hotel,Cash,673.94,45.23,719.17,2024-02-05,India,EXEC
Daniel Jackson,Air,Card,1750.18,69.41,1819.59,2024-04-18,Germany,ENGG
Gary Medina,Meals,Card,1750.74,114.49,1865.23,2024-09-21,India,EXEC
Lorraine Melendez,Car,Cash,158.11,5.27,163.38,2024-02-08,United Kingdom,ENGG
Karen Murphy,Hotel,Cash,1547.27,58.66,1605.93,2024-11-27,Canada,SALS
Sandy Sweeney,Hotel,Cash,1837.28,95.29,1932.57,2023-02-16,United States,ADMN
Brittany Carey,Air,Cash,1073.78,23.33,1097.11,2023-07-02,Australia,SALS
David Jones,Hotel,Cash,813.7,67.51,881.21,2023-12-20,United States,EXEC
Samuel Watson,Hotel,Cash,732.1,59.99,792.09,2023-10-19,Australia,FINC
Michael Johnson,Air,Cash,263.59,6.32,269.91,2024-03-30,India,FINC
Michael Jarvis,Hotel,Card,144.13,3.21,147.34,2023-05-12,Germany,EXEC
Mark Kaiser,Car,Cash,59.0,3.03,62.03,2023-06-06,Germany,SALS
Brian Vaughn,Meals,Card,434.77,42.34,477.11,2024-01-26,United States,ADMN
Brian Andrews,Meals,Card,109.44,7.39,116.83,2023-06-30,India,ENGG
Caroline Zavala,Car,Card,1074.72,51.47,1126.19,2023-06-24,United States,EXEC
Patricia Rogers,Car,Card,1863.65,140.35,2004.0,2023-12-02,Canada,ADMN
Sarah Simmons,Car,Cash,1533.51,126.15,1659.66,2023-11-16,India,ENGG
Philip Lopez,Car,Cash,721.16,65.32,786.48,2023-07-26,Canada,ADMN
Elizabeth Vargas,Car,Cash,1187.22,37.96,1225.18,2024-10-21,Germany,SALS
Mary Schwartz,Car,Cash,415.32,11.56,426.88,2024-02-21,India,ADMN
Brad Tucker,Hotel,Card,836.67,78.54,915.21,2023-04-01,Australia,ENGG
Matthew Baker,Car,Card,1511.53,48.36,1559.89,2023-05-13,United Kingdom,ENGG
Cynthia Caldwell,Hotel,Card,557.98,24.57,582.55,2023-12-24,United Kingdom,FINC
David Martin,Meals,Cash,470.49,11.88,482.37,2023-05-30,United Kingdom,EXEC
Yvette Jones,Meals,Cash,1155.09,80.46,1235.55,2024-11-01,United Kingdom,FINC
Paul Stein,Car,Card,620.19,16.25,636.44,2024-11-10,Canada,FINC
Isabella Cunningham,Air,Cash,978.47,24.51,1002.98,2023-09-04,Australia,EXEC
Samuel Ross,Air,Card,1966.58,73.98,2040.56,2023-06-23,United Kingdom,ADMN
Steven Walker,Meals,Cash,1661.24,40.79,1702.03,2024-09-24,India,ENGG
David Hopkins,Car,Card,1589.41,66.72,1656.13,2024-03-14,Canada,ADMN
Todd Webb,Air,Card,91.12,4.32,95.44,2024-12-25,United Kingdom,FINC
Paul Ortiz,Meals,Card,1925.54,160.06,2085.6,2024-08-26,Germany,SALS
Andrew Robinson,Hotel,Card,999.89,47.85,1047.74,2023-06-25,Germany,SALS
Wendy Weaver,Hotel,Card,1473.58,40.95,1514.53,2024-08-26,Canada,ENGG
Travis Williams,Hotel,Card,1467.51,70.15,1537.66,2024-10-30,United States,EXEC
Paula Romero,Meals,Card,1164.48,68.46,1232.94,2024-10-04,United Kingdom,FINC
Robert Walker,Meals,Card,916.94,31.22,948.16,2024-07-20,United Kingdom,EXEC
Benjamin Brown,Hotel,Cash,762.54,67.32,829.86,2024-06-03,Germany,SALS
Amber Olsen,Air,Cash,350.44,26.4,376.84,2023-08-03,Germany,ADMN
Christopher Griffin,Air,Card,190.65,13.01,203.66,2024-07-28,Germany,ENGG
Tammie Stevens,Air,Cash,91.64,6.79,98.43,2023-08-22,United Kingdom,EXEC
Jennifer Stewart,Car,Card,833.31,48.28,881.59,2024-11-21,United States,ADMN
Christine Jones,Meals,Card,1631.99,37.08,1669.07,2023-06-26,Canada,FINC
Melissa Mullen MD,Meals,Cash,1410.6,68.28,1478.88,2024-01-15,United Kingdom,SALS
Richard Johnson,Hotel,Card,1832.34,147.27,1979.61,2023-10-23,India,ADMN
Jerry Clark,Meals,Card,1787.65,102.66,1890.31,2023-11-24,India,FINC
Gina King,Meals,Cash,792.33,78.1,870.43,2024-04-22,Australia,ENGG
Julie Garner,Hotel,Cash,754.82,24.09,778.91,2023-08-15,Australia,FINC
Andre Schwartz,Car,Card,1793.08,91.99,1885.07,2024-05-12,Canada,FINC
Barbara Campbell,Meals,Card,1021.75,56.91,1078.66,2024-12-27,United Kingdom,ADMN
Nicole Hatfield,Air,Cash,1756.36,52.6,1808.96,2023-08-23,Germany,ADMN
Jason Ellis,Hotel,Cash,585.59,48.15,633.74,2023-02-27,Australia,ADMN
Mrs. Mary Walker,Meals,Card,353.14,25.97,379.11,2024-08-28,Germany,EXEC
Kelsey Russell,Car,Card,1281.24,74.62,1355.86,2023-06-16,United Kingdom,FINC
Kelly Williams,Car,Cash,640.32,21.91,662.23,2024-10-28,Canada,ENGG
Rodney Lane,Car,Cash,209.04,9.69,218.73,2024-05-25,Australia,SALS
Jennifer Soto,Air,Cash,692.33,29.12,721.45,2024-03-12,United Kingdom,ADMN
Marcus Hart,Car,Cash,1492.55,67.07,1559.62,2024-02-29,United Kingdom,FINC
Amy Harris,Car,Cash,760.04,44.52,804.56,2023-10-28,Canada,SALS
Cynthia Peterson,Car,Cash,1329.04,82.32,1411.36,2024-07-23,Australia,EXEC
Lynn Stephens,Hotel,Card,1143.8,113.33,1257.13,2023-09-26,United Kingdom,FINC
John Bright,Meals,Card,1699.9,35.27,1735.17,2024-03-16,United Kingdom,ADMN
Rebecca Valencia,Car,Card,1305.15,79.76,1384.91,2024-12-27,Canada,ENGG
Elizabeth Green,Hotel,Card,863.92,62.77,926.69,2024-02-05,United Kingdom,SALS
Brad Moore,Meals,Cash,1552.3,114.61,1666.91,2023-09-07,Australia,ADMN
Elizabeth Ferguson DDS,Meals,Card,1172.25,112.64,1284.89,2023-07-02,Canada,EXEC
Justin Koch,Car,Card,1176.26,53.97,1230.23,2023-09-19,Germany,FINC
Melissa Bartlett,Car,Card,1093.32,87.48,1180.8,2023-02-17,United Kingdom,EXEC
Steve Bryan,Meals,Cash,52.85,2.47,55.32,2023-11-27,India,SALS
Ashley Davis,Meals,Card,513.55,33.58,547.13,2023-06-17,Australia,ADMN
Amy Schmidt,Air,Cash,364.26,34.22,398.48,2023-03-11,Canada,SALS
Anthony Coleman,Meals,Cash,1551.88,87.5,1639.38,2024-03-22,India,ENGG
Laura Jordan,Hotel,Card,1168.31,99.52,1267.83,2023-11-02,India,FINC
Daniel Brown,Air,Card,1892.79,46.7,1939.49,2024-02-13,United States,EXEC
Charles Harding,Hotel,Cash,488.64,18.95,507.59,2024-08-16,India,ENGG
Andrea Brennan,Hotel,Cash,1254.52,107.25,1361.77,2023-07-07,India,FINC
Julie Miller,Hotel,Card,220.19,5.99,226.18,2024-04-09,United Kingdom,EXEC
Garrett Hill,Meals,Card,388.91,30.55,419.46,2023-06-17,United States,ENGG
Samuel Fox,Meals,Cash,934.56,26.75,961.31,2024-07-19,India,FINC
Thomas Douglas,Meals,Card,1476.69,67.88,1544.57,2024-05-02,United States,ENGG
Dennis Russell,Meals,Card,97.5,7.76,105.26,2024-07-06,Germany,EXEC
Kristen Hart,Hotel,Cash,648.64,51.37,700.01,2024-09-06,United Kingdom,EXEC
Bryce Martin,Car,Cash,1816.2,90.45,1906.65,2024-04-22,India,SALS
Thomas Madden,Car,Cash,164.75,15.82,180.57,2024-10-17,India,EXEC
Leslie Nelson,Car,Cash,1629.02,144.69,1773.71,2023-05-06,United States,ENGG
Vanessa Craig,Car,Cash,320.47,21.16,341.63,2023-08-16,United States,FINC
James Best,Air,Card,1596.38,85.49,1681.87,2023-09-20,United Kingdom,ADMN
Jennifer Waller,Meals,Cash,1488.91,108.95,1597.86,2024-04-10,Australia,ADMN
Jade Clark,Air,Card,1985.29,161.3,2146.59,2024-07-01,Germany,ADMN
Carolyn King,Air,Cash,1086.08,27.25,1113.33,2023-08-25,Canada,SALS
John Harris,Hotel,Card,1582.55,82.2,1664.75,2023-09-19,Germany,ADMN
Rebecca Carpenter,Hotel,Cash,515.16,49.32,564.48,2023-07-16,United States,ENGG
Clinton Perez,Hotel,Card,89.63,8.29,97.92,2024-06-23,Canada,SALS
Christina Griffin,Air,Cash,1626.07,137.11,1763.18,2024-05-12,Germany,FINC
Becky Christian,Car,Cash,60.97,1.79,62.76,2024-02-22,Germany,ADMN
Elizabeth Hampton,Car,Card,1537.62,75.23,1612.85,2024-04-21,Canada,FINC
Angela Baker,Meals,Card,1935.19,154.27,2089.46,2024-09-13,Australia,ENGG
Paul Johnson,Hotel,Cash,1610.67,36.31,1646.98,2024-03-18,United Kingdom,ADMN
Samantha Olson,Air,Card,1955.0,126.61,2081.61,2023-02-03,India,FINC
Leslie King,Car,Cash,1778.62,146.38,1925.0,2023-03-26,United States,EXEC
Melissa Romero,Meals,Cash,944.22,77.07,1021.29,2023-03-13,United States,EXEC
Lori Elliott,Meals,Cash,1379.02,91.34,1470.36,2023-01-18,United States,SALS
Mark Davila,Air,Cash,1834.77,93.69,1928.46,2024-11-22,United States,FINC
Jeffrey Logan,Hotel,Cash,1684.06,42.81,1726.87,2023-03-03,Australia,SALS
Randy Gallegos,Air,Card,1734.95,88.9,1823.85,2024-10-06,Australia,FINC
Ronald Wright,Meals,Cash,217.63,13.17,230.8,2024-04-18,India,EXEC
Erica Floyd,Meals,Card,1459.65,117.76,1577.41,2023-12-22,India,ENGG
William Wilkerson,Hotel,Card,68.0,2.39,70.39,2023-02-16,Germany,EXEC
Travis Powell,Meals,Cash,919.18,22.66,941.84,2023-01-27,United Kingdom,EXEC
Travis Adams,Car,Cash,448.73,22.55,471.28,2024-09-12,Australia,EXEC
Stacy Bryant,Car,Card,803.11,29.8,832.91,2024-01-19,United States,FINC
Mrs. Melissa Holland,Car,Card,1620.16,128.42,1748.58,2024-08-04,India,SALS
Jared Matthews,Meals,Cash,1106.84,87.2,1194.04,2024-12-17,Germany,SALS
Zachary Estrada,Air,Cash,1769.64,148.37,1918.01,2024-12-10,Germany,ADMN
Annette Farley,Air,Cash,941.67,62.75,1004.42,2024-03-10,United States,SALS
Suzanne Santos,Hotel,Cash,387.14,19.63,406.77,2024-03-27,Germany,EXEC
Kenneth Brown,Meals,Cash,1224.53,100.77,1325.3,2023-07-09,United States,FINC
Jillian Ward,Meals,Card,1824.95,182.01,2006.96,2024-10-30,Germany,ADMN
Kyle Howard,Hotel,Cash,1425.82,63.64,1489.46,2023-02-12,Germany,SALS
Logan Reed,Car,Cash,742.77,39.29,782.06,2023-10-10,United States,SALS
Larry Gilmore,Air,Card,625.85,19.58,645.43,2023-08-06,Canada,ADMN
Tamara Huang,Car,Cash,1926.64,145.79,2072.43,2023-06-12,United States,SALS
Kari Patel,Hotel,Card,1306.08,90.49,1396.57,2023-10-06,India,SALS
Matthew Wallace,Car,Cash,534.93,32.9,567.83,2023-11-16,India,ENGG
Tricia Johnson,Hotel,Card,136.44,10.8,147.24,2024-11-09,Canada,ADMN
Alexis Sims,Air,Cash,1794.41,89.17,1883.58,2024-09-09,India,ADMN
Brandon Price,Meals,Card,958.67,19.64,978.31,2024-03-21,Canada,ADMN
Lynn French,Hotel,Cash,534.03,21.11,555.14,2023-05-06,India,EXEC
Jeremy Gonzalez,Hotel,Card,1204.31,73.58,1277.89,2024-10-13,India,FINC
Julia Kim,Car,Card,1048.28,31.87,1080.15,2023-10-10,United Kingdom,ENGG
Jonathan Cunningham,Meals,Cash,1669.46,41.6,1711.06,2023-07-26,United Kingdom,ENGG
Dr. Whitney Cook,Car,Card,489.27,26.49,515.76,2024-11-09,Australia,ADMN
Paul King,Meals,Cash,280.73,13.17,293.9,2023-04-26,United States,EXEC
Victoria Walls,Air,Cash,1164.38,114.68,1279.06,2023-09-06,India,EXEC
Terri Mccall,Hotel,Cash,397.28,13.36,410.64,2024-02-19,Germany,FINC
Olivia Bush,Air,Card,1260.58,85.74,1346.32,2023-08-15,India,ADMN
Jamie Castillo,Air,Cash,681.14,62.75,743.89,2024-10-01,United Kingdom,EXEC
Matthew Stanton,Meals,Cash,589.63,54.44,644.07,2023-02-10,Canada,ENGG
Ronald Shelton,Meals,Card,266.82,15.84,282.66,2023-12-20,Canada,EXEC
Charles Lopez,Meals,Card,410.79,21.47,432.26,2024-04-20,United Kingdom,SALS
Ryan Preston,Hotel,Cash,997.72,56.04,1053.76,2024-06-23,Germany,FINC
Craig Browning,Hotel,Cash,360.28,22.39,382.67,2023-08-23,Canada,ENGG
Patrick White,Hotel,Card,694.06,18.31,712.37,2024-07-17,Australia,ENGG
Travis Johnson,Car,Cash,937.07,23.9,960.97,2023-11-24,United Kingdom,SALS
Sean Mills,Car,Card,593.12,56.91,650.03,2023-08-04,United Kingdom,ENGG
James Forbes,Car,Cash,755.3,68.71,824.01,2023-10-16,India,FINC
Jonathan Howard,Hotel,Card,857.37,42.79,900.16,2024-03-20,India,EXEC
Sean Gibson,Air,Cash,1713.27,108.19,1821.46,2024-11-06,United States,EXEC
Brandon Collins,Meals,Card,1941.92,41.65,1983.57,2024-03-30,United Kingdom,SALS
Jason Brown,Meals,Card,1665.55,162.25,1827.8,2024-08-16,United Kingdom,ENGG
David Snyder,Air,Card,586.08,17.61,603.69,2023-01-21,India,FINC
Kim Herrera,Air,Cash,1975.69,122.66,2098.35,2024-02-15,United Kingdom,EXEC
Jennifer Perez,Car,Card,1659.32,35.61,1694.93,2024-10-29,United Kingdom,ADMN
Jacob Johnson,Hotel,Card,604.7,32.49,637.19,2023-03-15,United States,SALS
Angelica Fields,Meals,Card,1834.71,124.84,1959.55,2023-08-24,Germany,ENGG
Pamela Brown,Meals,Card,247.58,5.23,252.81,2024-10-28,United States,FINC
Michael Kelley,Hotel,Card,486.1,13.7,499.8,2023-04-19,United Kingdom,ENGG
Hector Williams,Car,Cash,358.04,20.83,378.87,2023-07-27,United Kingdom,FINC
Richard Johnson,Air,Card,1438.27,75.13,1513.4,2023-03-15,Canada,ENGG
Jessica Andrews,Meals,Card,1235.2,45.56,1280.76,2023-05-11,India,SALS
Jennifer Green,Hotel,Cash,353.38,13.51,366.89,2023-09-23,Germany,ENGG
Raymond Mcdonald,Air,Cash,1804.69,101.78,1906.47,2023-08-11,India,SALS
Ashley Lucero,Air,Cash,94.84,3.59,98.43,2024-04-19,Germany,FINC
Derrick Roach,Meals,Card,495.41,36.13,531.54,2024-08-20,Canada,FINC
Sarah Morales,Air,Cash,1260.08,102.77,1362.85,2023-10-08,India,SALS
Debra Hoffman,Air,Card,1959.84,80.86,2040.7,2024-10-18,United Kingdom,ENGG
Dr. Christine Brown,Hotel,Card,987.89,26.3,1014.19,2023-06-24,India,ENGG
Terri Kelly,Meals,Card,1373.47,70.58,1444.05,2023-02-02,United Kingdom,ADMN
Kenneth Collins,Car,Card,530.64,26.13,556.77,2023-08-25,United States,SALS
Brittany Sanders,Hotel,Cash,1633.82,84.52,1718.34,2023-07-13,United States,ENGG
Amy Taylor,Air,Card,1510.3,57.21,1567.51,2023-10-23,Germany,FINC
Ashley Chen,Car,Card,1010.59,75.22,1085.81,2023-02-20,United States,FINC
Ashley Lewis,Hotel,Cash,824.98,68.82,893.8,2024-04-16,Canada,ENGG
Glenn Boyd,Hotel,Card,1047.87,54.39,1102.26,2023-10-14,Canada,ENGG
Ashley Waters,Air,Card,534.72,44.37,579.09,2023-10-15,India,FINC
Jill Parker,Meals,Cash,1931.71,60.17,1991.88,2023-12-22,India,EXEC
William Baker,Meals,Cash,1136.36,85.11,1221.47,2024-02-26,Australia,EXEC
Brian Bryan,Meals,Card,1872.75,52.0,1924.75,2024-02-10,United States,FINC
Carolyn Martinez,Hotel,Cash,133.27,7.29,140.56,2023-07-10,United States,EXEC
April Aguilar,Air,Card,1457.68,34.55,1492.23,2024-06-19,Australia,FINC
Andrew Espinoza,Meals,Card,1256.99,32.47,1289.46,2024-02-14,Germany,ENGG
Jeremy Edwards,Air,Cash,92.78,7.21,99.99,2023-08-12,United States,ENGG
Miguel Velazquez,Car,Cash,1425.03,73.06,1498.09,2023-09-29,India,ENGG
Danielle Parker,Meals,Card,1934.8,59.52,1994.32,2023-07-02,Germany,ENGG
Robin Johnson,Hotel,Cash,1405.34,138.98,1544.32,2023-08-10,India,ENGG
Virginia Evans,Air,Card,1783.68,113.84,1897.52,2024-04-28,United Kingdom,ENGG
Stephanie Stevens,Meals,Cash,1388.1,102.93,1491.03,2024-08-07,Australia,FINC
Sarah Richardson,Meals,Cash,98.1,7.68,105.78,2024-11-11,Australia,ADMN
Angela Cooper,Car,Card,1559.95,139.42,1699.37,2023-09-09,Canada,EXEC
Jennifer Allen,Car,Cash,1385.51,66.55,1452.06,2024-08-10,India,FINC
Mary Harrison,Air,Card,832.94,77.12,910.06,2023-04-14,Canada,SALS
Misty Scott,Meals,Card,1502.17,75.66,1577.83,2024-11-07,India,EXEC
Joshua Sellers,Air,Card,913.44,45.83,959.27,2023-05-10,Canada,EXEC
Matthew Cummings,Hotel,Card,1487.24,119.36,1606.6,2024-07-01,United Kingdom,ENGG
Teresa Sanchez,Meals,Cash,1616.73,79.0,1695.73,2024-10-09,India,EXEC
Nancy Hunter,Meals,Card,1891.67,112.32,2003.99,2024-01-21,India,ADMN
Sean Riddle,Air,Cash,247.36,21.66,269.02,2023-03-21,Germany,FINC
Lori Neal,Air,Cash,181.17,13.7,194.87,2024-05-13,Germany,ENGG
Ashley Thomas,Car,Card,1644.54,132.32,1776.86,2024-01-12,Canada,EXEC
James Schmidt,Meals,Cash,1226.96,93.66,1320.62,2023-10-28,Canada,ADMN
Justin Espinoza,Air,Card,1799.78,134.96,1934.74,2023-11-03,United Kingdom,EXEC
Haley Lowe,Hotel,Card,822.07,77.7,899.77,2024-03-04,United States,SALS
Kelsey Stafford,Meals,Card,948.71,67.46,1016.17,2023-10-22,Australia,ENGG
Mary Allen,Hotel,Cash,1361.16,91.19,1452.35,2023-09-22,India,ENGG
Carol Castillo,Air,Card,912.59,59.78,972.37,2024-01-22,Canada,ADMN
Eric Hendricks,Meals,Cash,141.3,11.94,153.24,2023-11-05,Germany,ADMN
Roy Kelly,Air,Card,1759.58,146.27,1905.85,2023-03-25,Germany,EXEC
John Melton,Car,Card,245.39,22.24,267.63,2024-01-06,Australia,ADMN
Mark Sherman,Car,Card,272.54,14.23,286.77,2023-10-15,Germany,ADMN
Debra Jackson,Meals,Cash,1860.42,163.24,2023.66,2024-11-29,Canada,EXEC
Lacey Wood,Hotel,Card,1216.7,63.29,1279.99,2023-01-08,United Kingdom,EXEC
Timothy Smith DDS,Meals,Card,1045.22,29.23,1074.45,2023-05-20,Canada,ENGG
Robert Sharp,Meals,Card,1653.88,90.51,1744.39,2024-09-17,United States,SALS
James Meadows,Air,Cash,77.28,3.89,81.17,2023-04-05,India,FINC
Kari Huerta,Air,Cash,1831.74,56.8,1888.54,2023-02-07,Germany,ADMN
Jessica Cordova,Air,Card,1003.61,62.16,1065.77,2023-04-16,Germany,FINC
Karen Cooke,Air,Cash,990.11,37.57,1027.68,2023-01-16,United Kingdom,FINC
Daniel Davis,Meals,Cash,1991.84,98.83,2090.67,2024-07-02,United Kingdom,EXEC
Rodney Guzman,Hotel,Card,528.22,47.11,575.33,2023-06-13,India,SALS
Jason Carr,Meals,Card,609.06,20.18,629.24,2024-04-13,Australia,ADMN
Corey Barrera,Hotel,Cash,1585.85,117.58,1703.43,2024-08-04,United Kingdom,EXEC
Kayla Patrick,Air,Card,1870.3,184.0,2054.3,2023-08-30,Germany,ENGG
